MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
587,Ghost (1990),Comedy|Romance|Thriller,1990,99653,251.0,United States of America,Fantasy|Drama|Thriller|Mystery|Romance,English,Ghost,Ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",1990-07-12,6.9,Jerry Zucker,,Patrick Swayze|Demi Moore|Whoopi Goldberg|Tony Goldwyn
588,Aladdin (1992),Animation|Children's|Comedy|Musical,1992,103639,812.0,United States of America,Animation|Family|Comedy|Adventure|Fantasy|Romance,English,Aladdin,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",1992-11-25,7.4,Ron Clements,Ted Elliott,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1991,103064,280.0,France|United States of America,Action|Thriller|Science Fiction,English,Terminator 2: Judgment Day,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",1991-07-01,7.7,James Cameron,,Arnold Schwarzenegger|Linda Hamilton|Robert Patrick|Edward Furlong
590,Dances with Wolves (1990),Adventure|Drama|Western,1990,99348,581.0,United Kingdom|United States of America,Adventure|Drama|Western,English,Dances with Wolves,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",1990-11-09,7.6,Kevin Costner,Michael Blake,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant
591,Tough and Deadly (1995),Action|Drama|Thriller,1995,114706,80350.0,United States of America,Thriller|Action|Drama,English,Tough and Deadly,Tough and Deadly,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,1995-02-14,6.3,Steve Cohen,,Roddy Piper|Billy Blanks|Richard Norton|James Karen
592,Batman (1989),Action|Adventure|Crime|Drama,1989,96895,268.0,United Kingdom|United States of America,Fantasy|Action,English,Batman,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",1989-06-23,7.0,Tim Burton,Warren Skaaren,Jack Nicholson|Michael Keaton|Kim Basinger|Michael Gough
593,The Silence of the Lambs (1991),Drama|Thriller,1991,102926,274.0,United States of America,Crime|Drama|Thriller,English,The Silence of the Lambs,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",1991-02-01,8.1,Jonathan Demme,Ted Tally,Jodie Foster|Anthony Hopkins|Scott Glenn|Ted Levine
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,1937,29583,408.0,United States of America,Fantasy|Animation|Family,English,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",1937-12-20,6.9,David Hand,Ted Sears,Adriana Caselotti|Lucille La Verne|Harry Stockwell|Roy Atwell
595,Beauty and the Beast (1991),Animation|Children's|Musical,1991,101414,10020.0,United States of America,Romance|Family|Animation|Fantasy|Music,English,Beauty and the Beast,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991-11-13,7.5,Gary Trousdale,Linda Woolverton,Paige O'Hara|Robby Benson|Richard White|Jerry Orbach
596,Pinocchio (1940),Animation|Children's,1940,32910,10895.0,United States of America,Animation|Family,English,Pinocchio,Pinocchio,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",1940-02-23,6.9,Hamilton Luske,,Mel Blanc|Don Brodie|Walter Catlett|Marion Darlington
597,Pretty Woman (1990),Comedy|Romance,1990,100405,114.0,United States of America,Romance|Comedy,English,Pretty Woman,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",1990-03-23,7.0,Garry Marshall,,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander
598,Window to Paris (1994),Comedy,1994,110719,41043.0,France|Russia,Comedy|Drama|Fantasy,Russian,Окно в Париж,Window to Paris,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?",1993-12-01,6.0,Yuri Mamin,,Viktor Mikhaylov|Nina Usatova|Agnès Soral|Sergei Dreiden
599,The Wild Bunch (1969),Western,1969,65214,576.0,United States of America,Adventure|Western,English,The Wild Bunch,The Wild Bunch,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",1969-06-17,7.7,Sam Peckinpah,Sam Peckinpah,William Holden|Ernest Borgnine|Robert Ryan|Edmond O'Brien
600,Love and a .45 (1994),Thriller,1994,110395,15477.0,United States of America,Crime|Thriller,English,Love and a .45,Love and a .45,"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?",1994-11-23,5.5,C.M. Talkington,,Gil Bellows|Renée Zellweger|Rory Cochrane|Jeffrey Combs
601,The Wooden Man's Bride (Wu Kui) (1994),Drama,1994,111752,59146.0,China,Drama|Foreign|Romance,English,The Wooden Man's Bride,The Wooden Man's Bride,"Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man she was destined to marry. Combining astonishing visuals with intriguing plot turns, this moving drama is not to be missed. When the spirited Young Mistress (Wang Lan) is kidnapped on the way to her arranged wedding, the groom is killed in an explosion in an attempt to rescue her. The peasant charged with her care, Kui (Chang Shih) manages to free her but the groom's bitter mother forces the Young Mistress to honor her agreement by marrying a wooden statue of her son, and staying chaste. Director Jianxin Huang's fascinating exploration of forbidden love and rigid social hierarchy reveals a culture in turmoil, where tradition is taken to cruel extremes and young lovers may not survive.",1994-02-05,6.5,Huang Jianxin,,Gu Bao-Ming|Mingjun Kao|Lan Wang|Yumei Wang
602,A Great Day in Harlem (1994),Documentary,1994,109934,124472.0,unkown,,English,A Great Day in Harlem,A Great Day in Harlem,"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife.",1994-09-27,7.0,Jean Bach,,
603,"Bye Bye, Love (1995)",Comedy,1995,112606,30528.0,United States of America,Comedy|Romance,English,Bye Bye Love,Bye Bye Love,"This film about is about three divorced men and their relationships with their ex-wives, their children, and new women in their lives. Donny still carries a torch for his ex, and has trouble relating to his teenage daughter, Emma. Dave can't make a commitment. Vic carries a lot of anger toward his ex, and winds up with the blind date from hell. Needling all of them is a blathering radio psychologist dispensing his advice on the subject of divorce.",1995-03-16,6.1,Sam Weisman,,Matthew Modine|Paul Reiser|Randy Quaid|Janeane Garofalo
604,Criminals (1996),Documentary,1996,115978,,,,,,,,,,,,
605,One Fine Day (1996),Drama|Romance,1996,117247,7300.0,United States of America,Comedy|Romance,English,One Fine Day,One Fine Day,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",1996-12-20,6.1,Michael Hoffman,Terrel Seltzer,Michelle Pfeiffer|George Clooney|Mae Whitman|Alex D. Linz
606,Candyman: Farewell to the Flesh (1995),Horror,1995,112625,10824.0,United States of America,Horror,English,Candyman: Farewell to the Flesh,Candyman: Farewell to the Flesh,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",1995-03-17,5.0,Bill Condon,Rand Ravich,Tony Todd|Kelly Rowan|William O'Leary|Bill Nunn
607,Century (1993),Drama,1993,106537,261246.0,United Kingdom,Romance|Drama,English,Century,Century,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,1993-12-31,5.0,Stephen Poliakoff,,Charles Dance|Clive Owen|Miranda Richardson|Robert Stephens
608,Fargo (1996),Crime|Drama|Thriller,1996,116282,275.0,United States of America,Crime|Drama|Thriller,English,Fargo,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",1996-04-05,7.7,Joel Coen,Joel Coen,William H. Macy|Frances McDormand|Steve Buscemi|Peter Stormare
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,1996,116552,25059.0,Canada|United States of America,Adventure|Comedy|Drama|Family,English,Homeward Bound II: Lost in San Francisco,Homeward Bound II: Lost in San Francisco,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",1996-03-08,6.0,David R. Ellis,,Michael J. Fox|Sally Field|Ralph Waite|Robert Hays
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1981,82509,11827.0,Canada,Animation|Science Fiction,English,Heavy Metal,Heavy Metal,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",1981-08-07,6.3,Gerald Potterton,Len Blum,Rodger Bumpass|Jackie Burroughs|Joe Flaherty|Harold Ramis
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1996,116514,8766.0,United States of America,Horror|Thriller|Science Fiction,English,Hellraiser: Bloodline,Hellraiser: Bloodline,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",1996-03-08,4.9,Kevin Yagher,,Bruce Ramsay|Valentina Vargas|Charlotte Chatton|Adam Scott
612,The Pallbearer (1996),Comedy,1996,117283,23570.0,United States of America,Comedy|Romance,English,The Pallbearer,The Pallbearer,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",1996-05-03,4.6,Matt Reeves,,David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette
613,Jane Eyre (1996),Drama|Romance,1996,116684,47333.0,United States of America,Drama|Romance,English,Jane Eyre,Jane Eyre,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",1996-02-09,7.1,Franco Zeffirelli,Hugh Whitemore,Anna Paquin|Charlotte Gainsbourg|William Hurt|Joan Plowright
614,Loaded (1994),Drama|Thriller,1994,110374,54850.0,unkown,Drama|Mystery|Thriller,English,Loaded,Loaded,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",1996-04-12,4.0,Anna Campion,,Oliver Milburn|Catherine McCormack|Thandie Newton|Danny Cunningham
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,1973,70506,51242.0,Italy,Comedy|Foreign,Italian,Pane e cioccolata,Bread and Chocolate,Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.,1974-05-05,7.1,Franco Brusati,,Nino Manfredi|Johnny Dorelli|Anna Karina|Paolo Turco
616,The Aristocats (1970),Animation|Children's,1970,65421,10112.0,United States of America,Animation|Comedy|Family|Adventure,English,The Aristocats,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",1970-12-23,7.1,Wolfgang Reitherman,Larry Clemmons,Phil Harris|Sterling Holloway|Scatman Crothers|Eva Gabor
617,The Flower of My Secret (La Flor de Mi Secreto) (1995),Drama,1995,113083,4307.0,Spain,Drama|Romance,Spanish,La flor de mi secreto,The Flower of My Secret,"Marisa Paredes is Leocadia (""Leo"") Macias, a woman writing “pink” romance novels under the alias of Amanda Gris that are very popular all across Spain. Unlike her romantic novels, her own love life is troubled. Leo has a less than happy relationship with her husband Paco, a military officer stationed in Brussels then later in Bosnia, who is distant both physically and emotionally.",1995-09-22,6.9,Pedro Almodóvar,Pedro Almodóvar,Marisa Paredes|Juan Echanove|Carme Elias|Rossy de Palma
618,Two Much (1996),Comedy|Romance,1996,118001,46029.0,Spain|United States of America,Comedy|Romance,English,Two Much,Two Much,A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,1996-02-14,5.1,Fernando Trueba,Fernando Trueba,Antonio Banderas|Melanie Griffith|Daryl Hannah|Danny Aiello
619,Ed (1996),Comedy,1996,116165,32308.0,United States of America,Comedy|Family,English,Ed,Ed,"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",1996-03-15,3.6,Bill Couturié,David M. Evans,Matt LeBlanc|Jack Warden|Jayne Brook|Bill Cobbs
620,Scream of Stone (Schrei aus Stein) (1991),Drama,1991,102855,88893.0,unkown,Adventure|Drama|Documentary,German,Schrei aus Stein,Scream of Stone,"A meeting of two world famous climbers, one an experienced mountaineer the other a sport climber, and a journalist (Ivan) results in a bet on which of the two is the best climber. Roger (the mountaineering expert) states that Martin (the sport climber) wouldn't survive a day on a 'real' climbing expedition, although he is considered to be the world's best sport climber (having just won an indoor 'world championship,' an event depicted in the opening scene). They plan to climb 'Cerro Torre,' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions common to the area.",1991-01-01,7.5,Werner Herzog,,Donald Sutherland|Brad Dourif|Vittorio Mezzogiorno|Mathilda May
621,My Favorite Season (1993),Drama,1993,107471,52873.0,France,Drama,French,Ma saison préférée,My Favorite Season,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, and will be depicted both Berthe's destiny and the strange relationship between Emilie and Antoine.",1993-05-14,6.4,André Téchiné,,Daniel Auteuil|Marthe Villalonga|Catherine Deneuve|Jean-Pierre Bouvier
623,A Modern Affair (1995),Romance,1995,113839,123505.0,unkown,,English,A Modern Affair,A Modern Affair,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking.",1996-09-06,5.0,,,Lisa Eichhorn|Stanley Tucci|Caroline Aaron|Mary Jo Salerno
624,Condition Red (1995),Action|Drama|Thriller,1995,-100,,,,,,,,,,,,
625,Asfour Stah (1990),Drama,1990,90665,44281.0,France|Italy|Tunisia,Comedy|Drama,English,Asfour Stah,Halfaouine: Boy of the Terraces,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",1990-01-01,7.4,Férid Boughedir,,Selim Boughedir|Mustafa Adouani|Rabia Ben Abdallah|Mohammed Driss
626,A Thin Line Between Love and Hate (1996),Comedy,1996,117891,28121.0,United States of America,Comedy|Thriller|Crime|Romance,English,A Thin Line Between Love and Hate,A Thin Line Between Love and Hate,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",1996-04-04,5.7,Martin Lawrence,Martin Lawrence,Lynn Whitfield|Martin Lawrence|Regina King|Della Reese
627,The Last Supper (1995),Drama|Thriller,1995,113613,12520.0,United States of America,Comedy|Thriller|Crime|Drama,English,The Last Supper,The Last Supper,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",1995-09-08,6.5,Stacy Title,Dan Rosen,Cameron Diaz|Ron Eldard|Courtney B. Vance|Bill Paxton
628,Primal Fear (1996),Drama|Thriller,1996,117381,1592.0,United States of America,Crime|Drama|Mystery|Thriller,English,Primal Fear,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",1996-04-03,7.4,Gregory Hoblit,Steve Shagan,Richard Gere|Edward Norton|Laura Linney|John Mahoney
629,Rude (1995),Drama,1995,114305,166901.0,unkown,,English,Rude,Rude,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer who has indulged in gay-bashing ; and 'The General', a drug dealer turned artist.",1995-09-08,6.0,Clément Virgo,,
630,Carried Away (1996),Drama|Romance,1996,115837,36447.0,unkown,Drama|Romance,English,Carried Away,Carried Away,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",1996-01-26,5.4,Bruno Barreto,,Dennis Hopper|Amy Irving|Amy Locane|Julie Harris
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,1996,115509,19042.0,United States of America,Romance|Animation|Family|Adventure|Fantasy,English,All Dogs Go to Heaven 2,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",1996-03-29,5.0,Paul Sabella,,Ernest Borgnine|Bebe Neuwirth|Charlie Sheen|Hamilton Camp
632,Land and Freedom (Tierra y libertad) (1995),War,1995,114671,38884.0,France|Germany|Spain|United Kingdom|Italy,Drama|History|War|Romance,English,Land and Freedom,Land and Freedom,"The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow.",1995-01-01,7.0,Ken Loach,,Ian Hart|Rosana Pastor|Frédéric Pierrot|Icíar Bollaín
633,Denise Calls Up (1995),Comedy,1995,112844,47449.0,United States of America,Comedy,English,Denise Calls Up,Denise Calls Up,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",1995-05-17,6.6,Hal Salwen,,Tim Daly|Caroleen Feeney|Dan Gunther|Dana Wheeler-Nicholson
634,Theodore Rex (1995),Comedy,1995,114658,36259.0,United States of America,Fantasy|Science Fiction|Family,English,Theodore Rex,Theodore Rex,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",1995-12-14,3.6,Jonathan R. Betuel,,Whoopi Goldberg|George Newbern|Richard Roundtree|Carol Kane
635,A Family Thing (1996),Comedy|Drama,1996,116275,41852.0,United States of America,Comedy|Drama,English,A Family Thing,A Family Thing,"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.",1996-03-29,5.6,Richard Pearce,,Robert Duvall|James Earl Jones|Michael Beach|Irma P. Hall
636,Frisk (1995),Drama,1995,113122,40926.0,United States of America,Drama|Thriller,English,Frisk,Frisk,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",1996-03-22,3.0,Todd Verow,Jim Dwyer,Michael Gunther|Craig Chester|Michael Stock|Raoul O'Connell
637,Sgt. Bilko (1996),Comedy,1996,117608,9099.0,United States of America,Comedy|Family,English,Sgt. Bilko,Sgt. Bilko,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,1996-03-29,5.5,Jonathan Lynn,Andy Breckman,Steve Martin|Dan Aykroyd|Phil Hartman|Glenne Headly
638,Jack and Sarah (1995),Romance,1995,113448,2021.0,France|United Kingdom,Comedy|Drama|Romance,English,Jack & Sarah,Jack & Sarah,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",1995-06-02,5.1,Tim Sullivan,Tim Sullivan,Richard E. Grant|Samantha Mathis|Judi Dench|Eileen Atkins
639,Girl 6 (1996),Comedy,1996,116414,61752.0,United States of America,Comedy,English,Girl 6,Girl 6,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",1996-03-22,5.7,Spike Lee,,Theresa Randle|Isaiah Washington|Spike Lee|Jenifer Lewis
640,Diabolique (1996),Drama|Thriller,1996,116095,10988.0,United States of America,Drama|Horror|Mystery|Thriller,English,Diabolique,Diabolique,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",1996-03-22,5.4,Jeremiah S. Chechik,Henri-Georges Clouzot,Sharon Stone|Isabelle Adjani|Chazz Palminteri|Kathy Bates
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1994,111543,11479.0,France,Adventure|Drama|Comedy|Family,French,Un indien dans la ville,"Little Indian, Big City","Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?",1994-12-14,6.0,Hervé Palud,Hervé Palud,Patrick Timsit|Ludwig Briand|Miou-Miou|Thierry Lhermitte
642,Roula (1995),Drama,1995,117517,398959.0,Germany,Romance|Drama,German,Roula - Dunkle Geheimnisse,Roula,"Troubled Roula finds herself drawn to Leon, an author of children's books who has suffered an enormous emotional and creative blockage ever since his wife died in a motorcycle accident two years before. Leon has only his 12-year-old daughter Tanja to keep him company. As romance blooms between Leon and Roula, his daughter approves. Unfortunately, Roula is carrying heavy emotional baggage stemming from the incest she suffered at the hands of her father.",1995-09-11,5.0,Martin Enlen,,Anica Dobra|Martin Umbach|Tina Hamperl|Ernst Jacobi
